Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2026-03-13 00:00:00-04:00,25.059999465942383,25.100000381469727,24.8799991607666,24.969999313354492,148400,0.0,0.0,0.0
2026-03-16 00:00:00-04:00,24.690000534057617,24.799999237060547,24.5,24.670000076293945,403700,0.0,0.0,0.0
2026-03-17 00:00:00-04:00,24.790000915527344,24.969999313354492,24.780000686645508,24.8799991607666,89400,0.0,0.0,0.0
2026-03-18 00:00:00-04:00,24.739999771118164,24.850000381469727,24.479999542236328,24.610000610351562,104600,0.0,0.0,0.0
2026-03-19 00:00:00-04:00,24.520000457763672,24.81999969482422,24.469999313354492,24.690000534057617,132600,0.0,0.0,0.0
2026-03-20 00:00:00-04:00,24.6200008392334,24.690000534057617,24.229999542236328,24.229999542236328,167100,0.0,0.0,0.0
2026-03-23 00:00:00-04:00,24.799999237060547,25.09000015258789,24.59000015258789,24.989999771118164,342700,0.0,0.0,0.0
2026-03-24 00:00:00-04:00,24.5,24.600000381469727,24.329999923706055,24.440000534057617,91200,0.0,0.0,0.0
2026-03-25 00:00:00-04:00,25.1299991607666,25.1299991607666,24.8799991607666,25.0,97100,0.0,0.0,0.0
2026-03-26 00:00:00-04:00,24.75,24.799999237060547,24.469999313354492,24.559999465942383,155800,0.0,0.0,0.0
2026-03-27 00:00:00-04:00,24.399999618530273,24.579999923706055,24.280000686645508,24.34000015258789,77200,0.0,0.0,0.0
2026-03-30 00:00:00-04:00,24.209999084472656,24.219999313354492,23.989999771118164,24.079999923706055,110500,0.0,0.0,0.0
